Data,Nr zamówienia,Kanał,Kategoria,Produkt,Ilość,Cena jedn. (zł),Przychód (zł),Prowizja (zł),Miasto,Status
2026-03-30,ZAM-10875,Sklep www,Elektronika,Powerbank 20000mAh,3,139.00,375.30,6.76,Lublin,Opłacone
2026-03-30,ZAM-10876,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Radom,Opłacone
2026-03-30,ZAM-10877,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Szczecin,Opłacone
2026-03-30,ZAM-10878,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Radom,Opłacone
2026-03-31,ZAM-10879,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Gdańsk,Opłacone
2026-03-31,ZAM-10880,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Kraków,Opłacone
2026-04-01,ZAM-10881,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Białystok,Opłacone
2026-04-01,ZAM-10882,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Kraków,Opłacone
2026-04-01,ZAM-10883,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Białystok,Opłacone
2026-04-01,ZAM-10884,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Radom,Opłacone
2026-04-01,ZAM-10885,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Radom,Opłacone
2026-04-01,ZAM-10886,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Gdańsk,Opłacone
2026-04-01,ZAM-10887,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Wrocław,Opłacone
2026-04-02,ZAM-10888,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Poznań,Opłacone
2026-04-02,ZAM-10889,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,358.00,6.44,Łódź,Opłacone
2026-04-02,ZAM-10890,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Kraków,Opłacone
2026-04-02,ZAM-10891,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Radom,Opłacone
2026-04-02,ZAM-10892,Sklep www,Elektronika,Słuchawki BT douszne,2,159.00,318.00,5.72,Radom,Opłacone
2026-04-02,ZAM-10893,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Kraków,Opłacone
2026-04-03,ZAM-10894,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Rzeszów,Opłacone
2026-04-03,ZAM-10895,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Wrocław,Opłacone
2026-04-03,ZAM-10896,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Rzeszów,Opłacone
2026-04-03,ZAM-10897,Allegro,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,34.27,Poznań,Opłacone
2026-04-03,ZAM-10898,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Rzeszów,Opłacone
2026-04-04,ZAM-10899,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Kraków,Opłacone
2026-04-04,ZAM-10900,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Katowice,Opłacone
2026-04-04,ZAM-10901,Sklep www,Akcesoria,Etui na klucze,2,49.00,98.00,1.76,Lublin,Opłacone
2026-04-04,ZAM-10902,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Wrocław,Zwrot
2026-04-04,ZAM-10903,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,3.56,Gdańsk,Opłacone
2026-04-04,ZAM-10904,Sklep www,Akcesoria,Etui na klucze,2,49.00,98.00,1.76,Białystok,Opłacone
2026-04-04,ZAM-10905,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Rzeszów,Opłacone
2026-04-05,ZAM-10906,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,358.00,6.44,Lublin,Opłacone
2026-04-05,ZAM-10907,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Radom,Opłacone
2026-04-05,ZAM-10908,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Lublin,Opłacone
2026-04-05,ZAM-10909,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Wrocław,Zwrot
2026-04-05,ZAM-10910,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Katowice,Opłacone
2026-04-05,ZAM-10911,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-04-05,ZAM-10912,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-04-06,ZAM-10913,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Szczecin,Opłacone
2026-04-06,ZAM-10914,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Wrocław,Opłacone
2026-04-06,ZAM-10915,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Łódź,Opłacone
2026-04-07,ZAM-10916,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Radom,Zwrot
2026-04-07,ZAM-10917,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Białystok,Opłacone
2026-04-07,ZAM-10918,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Katowice,Opłacone
2026-04-07,ZAM-10919,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Lublin,Opłacone
2026-04-07,ZAM-10920,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-04-07,ZAM-10921,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Lublin,Opłacone
2026-04-07,ZAM-10922,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Białystok,Opłacone
2026-04-08,ZAM-10923,Sklep www,Dom i biuro,Lampka LED na biurko,2,119.00,214.20,3.86,Rzeszów,Opłacone
2026-04-08,ZAM-10924,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Warszawa,Opłacone
2026-04-08,ZAM-10925,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Gdańsk,Opłacone
2026-04-08,ZAM-10926,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Radom,Opłacone
2026-04-08,ZAM-10927,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Warszawa,Opłacone
2026-04-08,ZAM-10928,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Kraków,Opłacone
2026-04-08,ZAM-10929,Sklep www,Akcesoria,Etui na klucze,2,49.00,98.00,1.76,Kraków,Opłacone
2026-04-08,ZAM-10930,Sklep www,Akcesoria,Portfel skórzany slim,2,129.00,258.00,4.64,Wrocław,Opłacone
2026-04-09,ZAM-10931,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Rzeszów,Opłacone
2026-04-09,ZAM-10932,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-04-09,ZAM-10933,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,358.00,41.17,Rzeszów,Opłacone
2026-04-09,ZAM-10934,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Lublin,Opłacone
2026-04-09,ZAM-10935,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,3.20,Wrocław,Opłacone
2026-04-09,ZAM-10936,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,250.20,28.77,Lublin,Opłacone
2026-04-09,ZAM-10937,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Poznań,Opłacone
2026-04-09,ZAM-10938,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Poznań,Opłacone
2026-04-09,ZAM-10939,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Łódź,Opłacone
2026-04-09,ZAM-10940,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Łódź,Opłacone
2026-04-10,ZAM-10941,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Rzeszów,Opłacone
2026-04-10,ZAM-10942,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Radom,Opłacone
2026-04-10,ZAM-10943,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Białystok,Opłacone
2026-04-10,ZAM-10944,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-04-10,ZAM-10945,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-04-10,ZAM-10946,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Warszawa,Opłacone
2026-04-10,ZAM-10947,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Wrocław,Opłacone
2026-04-10,ZAM-10948,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,62.10,7.14,Wrocław,Opłacone
2026-04-10,ZAM-10949,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Poznań,Opłacone
2026-04-10,ZAM-10950,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Wrocław,Opłacone
2026-04-11,ZAM-10951,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Poznań,Opłacone
2026-04-11,ZAM-10952,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Poznań,Opłacone
2026-04-11,ZAM-10953,Sklep www,Kuchnia,Młynek do kawy ręczny,2,149.00,268.20,4.83,Warszawa,Zwrot
2026-04-11,ZAM-10954,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Gdańsk,Opłacone
2026-04-11,ZAM-10955,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Katowice,Opłacone
2026-04-11,ZAM-10956,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Poznań,Opłacone
2026-04-11,ZAM-10957,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Szczecin,Opłacone
2026-04-11,ZAM-10958,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Gdańsk,Opłacone
2026-04-11,ZAM-10959,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Białystok,Opłacone
2026-04-11,ZAM-10960,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Poznań,Opłacone
2026-04-11,ZAM-10961,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Szczecin,Opłacone
2026-04-11,ZAM-10962,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Warszawa,Opłacone
2026-04-12,ZAM-10963,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Białystok,Opłacone
2026-04-12,ZAM-10964,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,286.20,32.91,Poznań,Opłacone
2026-04-12,ZAM-10965,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Szczecin,Opłacone
2026-04-12,ZAM-10966,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Gdańsk,Opłacone
2026-04-12,ZAM-10967,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Poznań,Opłacone
2026-04-12,ZAM-10968,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,1.44,Lublin,Opłacone
2026-04-12,ZAM-10969,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Szczecin,Opłacone
2026-04-12,ZAM-10970,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Wrocław,Opłacone
2026-04-12,ZAM-10971,Allegro,Akcesoria,Etui na klucze,2,49.00,98.00,11.27,Białystok,Opłacone
2026-04-13,ZAM-10972,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Katowice,Opłacone
2026-04-13,ZAM-10973,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,318.00,36.57,Katowice,Opłacone
2026-04-13,ZAM-10974,Allegro,Akcesoria,Portfel skórzany slim,2,129.00,258.00,29.67,Szczecin,Opłacone
2026-04-14,ZAM-10975,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Warszawa,Opłacone
2026-04-14,ZAM-10976,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Łódź,Opłacone
2026-04-14,ZAM-10977,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Lublin,Opłacone
2026-04-14,ZAM-10978,Allegro,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,51.41,Poznań,Opłacone
2026-04-14,ZAM-10979,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Gdańsk,Zwrot
2026-04-14,ZAM-10980,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Białystok,Opłacone
2026-04-14,ZAM-10981,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Poznań,Opłacone
2026-04-14,ZAM-10982,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Warszawa,Opłacone
2026-04-15,ZAM-10983,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Kraków,Opłacone
2026-04-15,ZAM-10984,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Katowice,Opłacone
2026-04-15,ZAM-10985,Sklep www,Akcesoria,Etui na klucze,3,49.00,147.00,2.65,Wrocław,Opłacone
2026-04-15,ZAM-10986,Sklep www,Akcesoria,Portfel skórzany slim,2,129.00,232.20,4.18,Lublin,Opłacone
2026-04-15,ZAM-10987,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Szczecin,Opłacone
2026-04-15,ZAM-10988,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,1.28,Kraków,Zwrot
2026-04-15,ZAM-10989,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Opłacone
2026-04-16,ZAM-10990,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Lublin,Opłacone
2026-04-16,ZAM-10991,Sklep www,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,5.36,Poznań,Opłacone
2026-04-16,ZAM-10992,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Kraków,Opłacone
2026-04-16,ZAM-10993,Sklep www,Akcesoria,Etui na klucze,2,49.00,98.00,1.76,Gdańsk,Opłacone
2026-04-16,ZAM-10994,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Radom,Opłacone
2026-04-16,ZAM-10995,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Szczecin,Opłacone
2026-04-16,ZAM-10996,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Poznań,Opłacone
2026-04-16,ZAM-10997,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Lublin,Opłacone
2026-04-17,ZAM-10998,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Lublin,Opłacone
2026-04-17,ZAM-10999,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Wrocław,Opłacone
2026-04-17,ZAM-11000,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Poznań,Opłacone
2026-04-17,ZAM-11001,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Szczecin,Opłacone
2026-04-17,ZAM-11002,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,107.10,1.93,Radom,Opłacone
2026-04-17,ZAM-11003,Allegro,Akcesoria,Etui na klucze,2,49.00,98.00,11.27,Łódź,Opłacone
2026-04-17,ZAM-11004,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,125.10,14.39,Lublin,Opłacone
2026-04-17,ZAM-11005,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Katowice,Opłacone
2026-04-17,ZAM-11006,Sklep www,Akcesoria,Etui na klucze,1,49.00,44.10,0.79,Wrocław,Opłacone
2026-04-18,ZAM-11007,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Warszawa,Opłacone
2026-04-18,ZAM-11008,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Gdańsk,Opłacone
2026-04-18,ZAM-11009,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Łódź,Opłacone
2026-04-18,ZAM-11010,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Katowice,Opłacone
2026-04-18,ZAM-11011,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,3,89.00,267.00,30.71,Kraków,Opłacone
2026-04-18,ZAM-11012,Allegro,Kuchnia,Kubek termiczny 450ml,2,69.00,138.00,15.87,Rzeszów,Opłacone
2026-04-18,ZAM-11013,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,1.28,Białystok,Opłacone
2026-04-18,ZAM-11014,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Szczecin,Opłacone
2026-04-19,ZAM-11015,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Radom,Opłacone
2026-04-19,ZAM-11016,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,89.10,1.60,Gdańsk,Opłacone
2026-04-19,ZAM-11017,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,322.20,5.80,Poznań,Opłacone
2026-04-19,ZAM-11018,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Łódź,Opłacone
2026-04-19,ZAM-11019,Allegro,Akcesoria,Etui na klucze,1,49.00,44.10,5.07,Katowice,Opłacone
2026-04-19,ZAM-11020,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-04-19,ZAM-11021,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Wrocław,Opłacone
2026-04-19,ZAM-11022,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Białystok,Opłacone
2026-04-19,ZAM-11023,Allegro,Akcesoria,Portfel skórzany slim,2,129.00,258.00,29.67,Lublin,Zwrot
2026-04-19,ZAM-11024,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,358.00,6.44,Poznań,Opłacone
2026-04-20,ZAM-11025,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Kraków,Opłacone
2026-04-20,ZAM-11026,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Kraków,Opłacone
2026-04-20,ZAM-11027,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Gdańsk,Opłacone
2026-04-20,ZAM-11028,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Wrocław,Opłacone
2026-04-20,ZAM-11029,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,178.20,3.21,Radom,Zwrot
2026-04-20,ZAM-11030,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Rzeszów,Opłacone
2026-04-20,ZAM-11031,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Szczecin,Opłacone
2026-04-21,ZAM-11032,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-04-21,ZAM-11033,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Wrocław,Opłacone
2026-04-21,ZAM-11034,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Radom,Opłacone
2026-04-21,ZAM-11035,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Lublin,Opłacone
2026-04-21,ZAM-11036,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Rzeszów,Opłacone
2026-04-22,ZAM-11037,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-04-22,ZAM-11038,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Rzeszów,Opłacone
2026-04-22,ZAM-11039,Sklep www,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,3.56,Gdańsk,Opłacone
2026-04-22,ZAM-11040,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Poznań,Opłacone
2026-04-22,ZAM-11041,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Kraków,Opłacone
2026-04-23,ZAM-11042,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Łódź,Opłacone
2026-04-23,ZAM-11043,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-04-23,ZAM-11044,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Radom,Opłacone
2026-04-23,ZAM-11045,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,22.77,Rzeszów,Opłacone
2026-04-23,ZAM-11046,Sklep www,Akcesoria,Portfel skórzany slim,3,129.00,387.00,6.97,Rzeszów,Opłacone
2026-04-23,ZAM-11047,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Gdańsk,Opłacone
2026-04-23,ZAM-11048,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Lublin,Opłacone
2026-04-23,ZAM-11049,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Białystok,Opłacone
2026-04-23,ZAM-11050,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Gdańsk,Opłacone
2026-04-23,ZAM-11051,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Rzeszów,Opłacone
2026-04-24,ZAM-11052,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Radom,Opłacone
2026-04-24,ZAM-11053,Sklep www,Elektronika,Powerbank 20000mAh,3,139.00,417.00,7.51,Warszawa,Opłacone
2026-04-24,ZAM-11054,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Radom,Opłacone
2026-04-24,ZAM-11055,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Radom,Opłacone
2026-04-24,ZAM-11056,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-04-24,ZAM-11057,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Szczecin,Opłacone
2026-04-24,ZAM-11058,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Szczecin,Opłacone
2026-04-24,ZAM-11059,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Gdańsk,Opłacone
2026-04-24,ZAM-11060,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Wrocław,Opłacone
2026-04-24,ZAM-11061,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Rzeszów,Opłacone
2026-04-25,ZAM-11062,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Szczecin,Opłacone
2026-04-25,ZAM-11063,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Kraków,Opłacone
2026-04-25,ZAM-11064,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Poznań,Opłacone
2026-04-25,ZAM-11065,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Szczecin,Opłacone
2026-04-25,ZAM-11066,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Warszawa,Opłacone
2026-04-25,ZAM-11067,Allegro,Kuchnia,Kubek termiczny 450ml,2,69.00,138.00,15.87,Radom,Opłacone
2026-04-25,ZAM-11068,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,1.28,Łódź,Opłacone
2026-04-25,ZAM-11069,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Kraków,Opłacone
2026-04-25,ZAM-11070,Allegro,Dom i biuro,Lampka LED na biurko,3,119.00,357.00,41.05,Rzeszów,Opłacone
2026-04-25,ZAM-11071,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Białystok,Opłacone
2026-04-25,ZAM-11072,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Białystok,Opłacone
2026-04-25,ZAM-11073,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,89.10,10.25,Wrocław,Opłacone
2026-04-25,ZAM-11074,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Szczecin,Opłacone
2026-04-26,ZAM-11075,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,15.42,Łódź,Opłacone
2026-04-26,ZAM-11076,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Szczecin,Opłacone
2026-04-26,ZAM-11077,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,358.00,41.17,Radom,Opłacone
2026-04-26,ZAM-11078,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Warszawa,Opłacone
2026-04-26,ZAM-11079,Sklep www,Kuchnia,Deska do krojenia dębowa,3,99.00,297.00,5.35,Łódź,Opłacone
2026-04-26,ZAM-11080,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,318.00,36.57,Szczecin,Opłacone
2026-04-26,ZAM-11081,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Gdańsk,Opłacone
2026-04-26,ZAM-11082,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Szczecin,Opłacone
2026-04-26,ZAM-11083,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Wrocław,Opłacone
2026-04-27,ZAM-11084,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Szczecin,Opłacone
2026-04-27,ZAM-11085,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,8.18,Katowice,Opłacone
2026-04-27,ZAM-11086,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Szczecin,Opłacone
2026-04-27,ZAM-11087,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Warszawa,Opłacone
